index,基金代码,基金名称,申购费率,基金类型,基金风险,基金规模,成立日,基金经理,基金公司,投资股票,投资债券
2069,003239-,博时安祺6个月定开债A,0.06,债券型-长债,中低风险,7.26亿元（2021-09-30）,1475078400,程卓,博时基金,~,~
2070,003240-,博时安祺6个月定开债C,0.00,债券型-长债,中低风险,0.02亿元（2021-09-30）,1475078400,程卓,博时基金,~,~
2071,003241-,创金合信量化发现混合A,0.15,混合型-灵活,中高风险,0.98亿元（2021-09-30）,1474905600,董梁等,创金合信基金,002709 000799 300037 605277 600884 601233 600089 601636 000983 300223,1.019654
2072,003242-,创金合信量化发现混合C,0.00,混合型-灵活,中高风险,1.03亿元（2021-09-30）,1474905600,董梁等,创金合信基金,002709 000799 300037 605277 600884 601233 600089 601636 000983 300223,1.019654
2073,003243-,上投摩根中国世纪人民币,0.15,QDII,高风险,1.83亿元（2021-09-30）,1478793600,征茂平等,上投摩根基金,300274 00700 BILI 600438 601600 300595 002709 002812 601877 600426,~
2074,003244-,上投摩根中国世纪美元现钞,0.0,QDII,~,1.83亿元（2021-09-30）,1478793600,征茂平等,上投摩根基金,300274 00700 BILI 600438 601600 300595 002709 002812 601877 600426,~
2075,003245-,上投摩根中国世纪美元现汇,0.0,QDII,~,1.83亿元（2021-09-30）,1478793600,征茂平等,上投摩根基金,300274 00700 BILI 600438 601600 300595 002709 002812 601877 600426,~
2076,003254-,前海开源鼎裕债券A,0.08,债券型-混合债,中风险,0.07亿元（2021-09-30）,1474560000,曾健飞,前海开源基金,300059 600030 000776 601688 002939 600958,"1.019649,1.132015"
2077,003255-,前海开源鼎裕债券C,0.00,债券型-混合债,中风险,0.48亿元（2021-09-30）,1474560000,曾健飞,前海开源基金,300059 600030 000776 601688 002939 600958,"1.019649,1.132015"
2078,003258-,博时富祥纯债债券A,0.08,债券型-长债,中低风险,10.10亿元（2021-09-30）,1478707200,陈黎,博时基金,~,~
2079,003259-,博时聚利纯债债券,0.08,债券型-长债,中低风险,32.19亿元（2021-09-30）,1474128000,李秋实,博时基金,~,1.175814
2080,003260-,博时利发纯债,0.08,债券型-长债,中低风险,2.83亿元（2021-09-30）,1473177600,张鹿,博时基金,~,~
2081,003265-,招商招坤纯债A,0.08,债券型-长债,中低风险,7.56亿元（2021-09-30）,1476720000,郭敏,招商基金,~,~
2082,003266-,招商招坤纯债C,0.00,债券型-长债,中低风险,4.71亿元（2021-09-30）,1476720000,郭敏,招商基金,~,~
2083,003268-,博时悦楚纯债,0.08,债券型-长债,中低风险,15.30亿元（2021-09-30）,1473350400,郭思洁,博时基金,~,~
2084,003269-,招商招乾3个月定开债A,0.0,债券型-长债,~,35.29亿元（2021-09-30）,1477411200,徐一,招商基金,~,"1.188393,0.149180"
2085,003270-,招商招乾3个月定开债C,0.0,债券型-长债,~,0.00亿元（2021-09-30）,1477411200,徐一,招商基金,~,"0.149180,1.188393"
2086,003273-,安信永丰定开债券A,0.07,债券型-长债,中低风险,0.07亿元（2021-09-30）,1476028800,宛晴等,安信基金,~,"1.019649,1.136234,1.127458,1.018010,1.019547"
2087,003274-,安信永丰定开债券C,0.00,债券型-长债,中低风险,0.06亿元（2021-09-30）,1476028800,宛晴等,安信基金,~,"1.019649,1.136234,1.127458,1.018010,1.019547"
2088,003275-,国联安添利增长债A,0.07,债券型-混合债,中风险,0.35亿元（2021-09-30）,1475078400,邹新进,国联安基金,000028 000581 600597 000002 601166 600486 600380 002138 688330 002159,"1.010303,1.018006,1.018010,1.018008,0.128130"
2089,003276-,国联安添利增长债C,0.00,债券型-混合债,中风险,0.03亿元（2021-09-30）,1475078400,邹新进,国联安基金,000028 000581 600597 000002 601166 600486 600380 002138 688330 002159,"1.010303,1.018006,1.018010,1.018008,0.128130"
2090,003277-,信诚稳瑞债券A,0.08,债券型-长债,中低风险,20.70亿元（2021-09-30）,1473350400,邢恭海,中信保诚基金,~,~
2091,003278-,信诚稳瑞债券C,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1473350400,邢恭海,中信保诚基金,~,~
2092,003279-,融通沪港深智慧生活灵活配置混合,0.15,混合型-灵活,中高风险,1.88亿元（2021-09-30）,1478534400,何博等,融通基金,600905 600031 300750 000338 600519 688536 601100 600048 300274 300782,"0.123111,0.123117"
2093,003280-,鹏华丰恒债券,0.08,债券型-长债,中低风险,76.23亿元（2021-09-30）,1474473600,方昶,鹏华基金,~,"1.019654,1.019649"
2094,003282-,信诚至裕灵活配置混合A,0.08,混合型-灵活,中高风险,18.85亿元（2021-09-30）,1475078400,韩海平,中信保诚基金,600519 300760 601888 000858 000568 002271 002415 600309 601012 300124,"1.175250,1.175246"
2095,003283-,信诚至裕灵活配置混合C,0.00,混合型-灵活,中高风险,13.00亿元（2021-09-30）,1475078400,韩海平,中信保诚基金,600519 300760 601888 000858 000568 002271 002415 600309 601012 300124,"1.175250,1.175246"
2096,003284-,中邮医药健康混合,0.15,混合型-灵活,高风险,0.75亿元（2021-09-30）,1481558400,王曼,中邮基金,603127 688202 002821 300760 603259 300759 300347 300363 300725 603456,~
2097,003285-,国寿安保安康纯债债券,0.08,债券型-长债,中低风险,184.75亿元（2021-09-30）,1472745600,李一鸣,国寿安保基金管理,~,~
2098,003286-,平安惠享纯债A,0.08,债券型-长债,中低风险,0.29亿元（2021-09-30）,1477497600,苏宁,平安基金,~,1.175039
2099,003287-,中信保诚稳益A,0.08,债券型-长债,中低风险,16.02亿元（2021-09-30）,1473350400,吴胤希,中信保诚基金,~,~
2100,003288-,中信保诚稳益C,0.00,债券型-长债,中低风险,0.00亿元（2021-09-30）,1473350400,吴胤希,中信保诚基金,~,~
2101,003289-,创金合信尊泰纯债债券,0.08,债券型-长债,中低风险,10.20亿元（2021-09-30）,1476979200,郑振源,创金合信基金,~,~
2102,003290-,长城久稳债券A,0.08,债券型-长债,中低风险,0.05亿元（2021-09-30）,1478793600,魏建,长城基金,~,"1.019654,0.112566,0.112801"
2103,003291-,信达澳银健康中国混合,0.15,混合型-灵活,中高风险,5.75亿元（2021-09-30）,1502985600,曾国富等,信达澳银基金,300725 603259 688016 300347 688202 688677 300760 603127 300759 300595,~
2104,003292-,嘉实优势成长混合,0.15,混合型-灵活,中高风险,1.16亿元（2021-09-30）,1480521600,孟夏,嘉实基金,002444 300285 300795 002410 300012 300496 300124 300454 300760 300263,1.019654
2105,003293-,易方达科瑞混合,0.15,混合型-灵活,中高风险,12.48亿元（2021-09-30）,1483372800,杨嘉文,易方达基金,000858 002831 600036 000906 688639 600195 300119 603236 002851 300476,~
2106,003295-,南方安裕混合A,0.12,混合型-偏债,中风险,19.18亿元（2021-09-30）,1479139200,林乐峰,南方基金,601877 600741 601166 600519 600886 600887 000001 600690 601966 603806,1.175532
2107,003297-,招商双债增强债券(LOF)E,0.00,债券型-混合债,中低风险,1.69亿元（2021-09-30）,1551801600,刘万锋,招商基金,~,~
2108,003298-,嘉实物流产业股票A,0.15,股票型,高风险,1.49亿元（2021-09-30）,1482940800,肖觅,嘉实基金,002120 603885 600153 601021 600233 600029 600115 601111 601006 600377,1.110079
2109,003299-,嘉实物流产业股票C,0.00,股票型,高风险,1.12亿元（2021-09-30）,1482940800,肖觅,嘉实基金,002120 603885 600153 601021 600233 600029 600115 601111 601006 600377,1.110079
2110,003300-,华夏圆和混合,0.15,混合型-灵活,中高风险,0.55亿元（2021-09-30）,1482940800,王晓李,华夏基金,688607,~
2111,003301-,华夏鼎融债券A,0.0,债券型-混合债,~,1.28亿元（2021-09-30）,1478448000,张弘弢,华夏基金,300725 300035 603659 600176 600702 688598 300122 300639 000799 300458,"0.149184,1.163945"
2112,003302-,华夏鼎融债券C,0.0,债券型-混合债,~,0.01亿元（2021-09-30）,1478448000,张弘弢,华夏基金,300725 300035 603659 600176 600702 688598 300122 300639 000799 300458,"0.149184,1.163945"
2113,003304-,前海开源沪港深核心资源混合A,0.15,混合型-灵活,高风险,2.86亿元（2021-09-30）,1476633600,吴国清,前海开源基金,601069 002237 000975 600547 600489 600988 600111 02899 002155 000603,~
2114,003305-,前海开源沪港深核心资源混合C,0.15,混合型-灵活,高风险,1.68亿元（2021-09-30）,1476633600,吴国清,前海开源基金,601069 002237 000975 600547 600489 600988 600111 02899 002155 000603,~
2115,003308-,中信建投睿利A,0.12,混合型-灵活,中高风险,0.17亿元（2021-09-30）,1481040000,周户等,中信建投基金,002415 688111 000651 603233 600690 603939 002541 601966 600486 002179,~
2116,003309-,兴业启元一年定开债A,0.06,债券型-长债,中低风险,1.37亿元（2021-09-30）,1477497600,唐丁祥,兴业基金,~,1.155125
2117,003310-,兴业启元一年定开债C,0.00,债券型-长债,中低风险,0.16亿元（2021-09-30）,1477497600,唐丁祥,兴业基金,~,1.155125
2118,003313-,中银睿享定开债券,0.08,债券型-长债,中低风险,245.15亿元（2021-09-30）,1474473600,白洁,中银基金,~,~
2119,003314-,浙商惠南纯债债券,0.08,债券型-长债,中低风险,20.60亿元（2021-09-30）,1479312000,赵柳燕等,浙商基金,~,~
2120,003315-,景顺长城政策性金融债,0.06,债券型-长债,中低风险,26.87亿元（2021-09-30）,1485273600,成念良等,景顺长城基金,~,~
2121,003318-,景顺中证500行业中性低波动,0.12,指数型-股票,高风险,16.13亿元（2021-09-30）,1488470400,曾理,景顺长城基金,600170 600171 600256 600673 601868 002223 000629 002180 600582 603379,~
2122,003319-,建信瑞丰添利混合A,0.10,混合型-偏债,中风险,0.03亿元（2021-09-30）,1477929600,彭紫云等,建信基金,300458 002080 002812 002709 002236 688099 300633 300316 002472 600596,"1.018006,1.018012,1.018008"
2123,003320-,建信瑞丰添利混合C,0.00,混合型-偏债,中风险,0.01亿元（2021-09-30）,1477929600,彭紫云等,建信基金,300458 002080 002812 002709 002236 688099 300633 300316 002472 600596,"1.018006,1.018012,1.018008"
2124,003321-,易方达原油C类人民币,0.00,QDII,高风险,1.37亿元（2021-09-30）,1482076800,FAN BING(范冰),易方达基金,~,~
2125,003322-,易方达原油A类美元汇,0.0,QDII,~,2.44亿元（2021-09-30）,1482076800,FAN BING(范冰),易方达基金,~,~
2126,003323-,易方达原油C类美元汇,0.0,QDII,~,1.37亿元（2021-09-30）,1482076800,FAN BING(范冰),易方达基金,~,~
2127,003324-,东方永兴18个月定开债A,0.06,债券型-长债,中低风险,1.23亿元（2021-09-30）,1478016000,吴萍萍,东方基金,~,"1.136454,1.155702"
2128,003325-,东方永兴18个月定开债C,0.00,债券型-长债,中低风险,0.05亿元（2021-09-30）,1478016000,吴萍萍,东方基金,~,"1.136454,1.155702"
2129,003327-,万家鑫璟纯债A,0.04,债券型-长债,中低风险,141.09亿元（2021-09-30）,1474128000,周潜玮,万家基金,~,"1.175250,1.019641,1.175971,0.149409"
2130,003328-,万家鑫璟纯债C,0.00,债券型-长债,中低风险,13.71亿元（2021-09-30）,1474128000,周潜玮,万家基金,~,"1.175250,1.019641,1.175971,0.149409"
2131,003329-,万家鑫安纯债债券A,0.0,债券型-长债,~,36.73亿元（2021-09-30）,1474128000,陈奕雯,万家基金,~,0.149100
2132,003330-,万家鑫安纯债债券C,0.0,债券型-长债,~,0.00亿元（2021-09-30）,1474128000,陈奕雯,万家基金,~,0.149100
2133,003331-,博时乐臻定开混合,0.10,混合型-偏债,中风险,25.42亿元（2021-09-30）,1475078400,王申,博时基金,603323 601636 300724 600919 600905 002807 601009 000090 001979 601601,"1.110059,1.163015,0.112801"
2134,003333-,泰信智选成长混合,0.15,混合型-灵活,中高风险,0.24亿元（2021-09-30）,1482249600,朱志权,泰信基金,002821 603127 002371 603259 603156 600519 688368 300759 300347 600584,~
2135,003336-,长江收益增强债券,0.10,债券型-混合债,中风险,3.33亿元（2021-09-30）,1476633600,漆志伟,长江证券(上海),601877 688122 002415 002013 600111 601233 603345 002241 603806 603605,0.149627
2136,003337-,南方颐元定开债券发起式A,0.08,债券型-长债,中低风险,1.12亿元（2021-09-30）,1474819200,陶铄,南方基金,~,~
2137,003338-,南方颐元定开债券发起式C,0.00,债券型-长债,中低风险,0.00亿元（2019-06-30）,1474819200,陶铄,南方基金,~,~
2138,003341-,工银瑞盈18个月定开债,0.08,债券型-混合债,中风险,5.28亿元（2021-09-30）,1478016000,李敏等,工银瑞信基金,~,"1.122723,1.113042,1.113021,1.163895"
2139,003343-,鹏华弘惠灵活配置混合A,0.15,混合型-灵活,中高风险,6.52亿元（2021-09-30）,1474905600,刘方正等,鹏华基金,600837 601398 002142 600919 000002 601318 600905 600547 002714 601601,"1.019654,0.149274,1.122659,1.163568,1.175299"
2140,003344-,鹏华弘惠灵活配置混合C,0.15,混合型-灵活,中高风险,6.22亿元（2021-09-30）,1474905600,刘方正等,鹏华基金,600837 601398 002142 600919 000002 601318 600905 600547 002714 601601,"1.019654,0.149274,1.122659,1.163568,1.175299"
2141,003345-,安信新成长混合A,0.10,混合型-灵活,中高风险,5.17亿元（2021-09-30）,1475078400,陈一峰等,安信基金,600048 601668 600519 002120 002867 600612 002508 601939 601311 002142,~
2142,003346-,安信新成长混合C,0.00,混合型-灵活,中高风险,2.15亿元（2021-09-30）,1475078400,陈一峰等,安信基金,600048 601668 600519 002120 002867 600612 002508 601939 601311 002142,~
2143,003349-,长信稳益纯债,0.06,债券型-长债,中低风险,19.02亿元（2021-09-30）,1477411200,张文琍,长信基金,~,~
2144,003357-,嘉实稳祥纯债债券C,0.00,债券型-长债,中低风险,0.41亿元（2021-09-30）,1473782400,王亚洲,嘉实基金,~,"1.155027,1.143207"
2145,003358-,易方达中债7-10年国开债A,0.08,债券型-长债,中低风险,39.32亿元（2021-09-30）,1474905600,胡剑等,易方达基金,~,~
2146,003359-,大成360互联网+大数据100C,0.00,指数型-股票,高风险,0.31亿元（2021-09-30）,1484668800,夏高,大成基金,300789 002701 300730 300049 300319 300793 300272 002419 002678 002676,~
2147,003360-,前海开源瑞和债券A,0.08,债券型-混合债,中风险,12.50亿元（2021-09-30）,1490803200,吴国清等,前海开源基金,300059 002371 002709 300750 300274 600111 002812 601888 300759 600132,"0.112729,1.127540,1.188134"
2148,003361-,前海开源瑞和债券C,0.00,债券型-混合债,中风险,0.01亿元（2021-09-30）,1490803200,吴国清等,前海开源基金,300059 002371 002709 300750 300274 600111 002812 601888 300759 600132,"0.112729,1.127540,1.188134"
2149,003366-,浙商汇金中证转型成长指数,0.15,指数型-股票,高风险,0.09亿元（2021-09-30）,1482076800,陈顾君,浙商证券资管,600956 603010 002266 600308 600483 600035 603606 600681 601216 603392,~
2150,003373-,大成景禄灵活配置混合A,0.15,混合型-灵活,中高风险,1.93亿元（2021-09-30）,1475078400,李富强等,大成基金,000568 600905 600519 002475 000858 600085 603501 600276 600332 000333,"1.019649,1.155210"
2151,003374-,大成景禄灵活配置混合C,0.00,混合型-灵活,中高风险,4.44亿元（2021-09-30）,1475078400,李富强等,大成基金,000568 600905 600519 002475 000858 600085 603501 600276 600332 000333,"1.019649,1.155210"
2152,003376-,广发中债7-10年国开债指数A,0.05,债券型-长债,中低风险,32.74亿元（2021-09-30）,1474819200,王予柯,广发基金,~,~
2153,003377-,广发中债7-10年国开债指数C,0.00,债券型-长债,中低风险,17.54亿元（2021-09-30）,1474819200,王予柯,广发基金,~,~
2154,003378-,泰康策略优选混合,0.15,混合型-灵活,中高风险,23.64亿元（2021-09-30）,1480262400,宋仁杰,泰康资产,600519 603489 000063 002027 000858 002568 600079 300059 00700 600132,"0.127046,1.118002"
2155,003379-,信诚至选混合A,0.08,混合型-灵活,中高风险,7.90亿元（2021-09-30）,1478534400,提云涛等,中信保诚基金,600519 600036 600905 600900 600887 601166 000568 601398 601318 002202,1.143098
2156,003380-,信诚至选混合C,0.00,混合型-灵活,中高风险,0.74亿元（2021-09-30）,1478534400,提云涛等,中信保诚基金,600519 600036 600905 600900 600887 601166 000568 601398 601318 002202,1.143098
2157,003382-,民生加银鑫享债券A,0.08,债券型-长债,中低风险,29.79亿元（2021-09-30）,1477843200,刘昊,民生加银基金,~,"0.112457,1.163377"
2158,003383-,民生加银鑫享债券C,0.00,债券型-长债,中低风险,7.32亿元（2021-09-30）,1477843200,刘昊,民生加银基金,~,"0.112457,1.163377"
2159,003384-,金鹰添盈纯债债券A,0.08,债券型-长债,中低风险,0.00亿元（2021-09-30）,1484064000,黄倩倩,金鹰基金,~,"1.018006,1.019649"
